Transport_Type,Source,Destination,median_price,avg_price,median_duration,avg_duration,median_distance,count
Cab,Green Park (Delhi),India Gate (Delhi),305.0,323.25,170.14,165.15,42.535,4
Cab,Green Park (Delhi),Indirapuram (Delhi),204.0,278.0,29.24,64.98666666666666,7.31,3
Cab,Green Park (Delhi),Indraprastha (Delhi),271.0,271.0,116.96,116.96,29.24,1
Cab,Green Park (Delhi),Jahangirpuri (Delhi),359.5,349.0,89.9,99.53,22.475,4
Cab,Green Park (Delhi),Jama Masjid (Delhi),363.5,393.3333333333333,115.22,99.23333333333333,28.805,6
Cab,Green Park (Delhi),Janakpuri (Delhi),693.0,693.0,63.12,63.12,15.78,1
Cab,Green Park (Delhi),Jasola (Delhi),608.0,635.75,40.38,61.86,10.095,4
Cab,Green Park (Delhi),Jhilmil (Delhi),1167.0,966.3333333333334,38.76,83.74666666666667,9.69,3
Cab,Green Park (Delhi),Jor Bagh (Delhi),361.0,411.2,70.52,98.064,17.63,5
Cab,Green Park (Delhi),Kadarpur (Delhi),211.5,211.5,143.74,143.74,35.935,2
Cab,Green Park (Delhi),Kalkaji (Delhi),772.0,686.0,176.44,167.79999999999998,44.11,3
Cab,Green Park (Delhi),Kanhaiya Nagar (Delhi),274.5,274.5,185.76,185.76,46.44,2
Cab,Green Park (Delhi),Karol Bagh (Delhi),1400.0,1400.0,84.96,84.96,21.24,1
Cab,Green Park (Delhi),Kashmere Gate (Delhi),278.5,270.625,117.24,110.845,29.31,8
Cab,Green Park (Delhi),Kashmere Gate ISBT (Delhi),432.0,459.2,91.2,95.232,22.8,5
Cab,Green Park (Delhi),Kaushambi (Delhi),536.0,576.3333333333334,100.6,89.89333333333333,25.15,3
Cab,Green Park (Delhi),Keshav Puram (Delhi),490.5,490.5,92.44,92.44,23.11,2
Cab,Green Park (Delhi),Khan Market (Delhi),651.0,855.25,88.69999999999999,90.16,22.174999999999997,4
Cab,Green Park (Delhi),Kherki Daula Toll (Delhi),302.0,373.2,96.32,88.672,24.08,5
Cab,Green Park (Delhi),Kirti Nagar (Delhi),388.0,399.6666666666667,69.64,76.16,17.41,3
Cab,Green Park (Delhi),Lajpat Nagar (Delhi),318.0,438.25,134.14000000000001,128.72,33.535000000000004,4
Cab,Green Park (Delhi),Lal Quila (Delhi),581.5,581.5,113.6,113.6,28.4,2
Cab,Green Park (Delhi),Laxmi Nagar (Delhi),318.0,547.5,133.78,126.58,33.445,4
Cab,Green Park (Delhi),Lok Kalyan Marg (Delhi),167.5,167.5,155.58,155.58,38.895,2
Cab,Green Park (Delhi),MG Road (Delhi),730.0,812.3333333333334,180.56,136.0533333333333,45.14,3
Cab,Green Park (Delhi),Madipur (Delhi),357.5,357.5,99.0,99.0,24.75,2
Cab,Green Park (Delhi),Maidan Garhi (Delhi),450.0,500.0,80.52,89.62666666666667,20.13,3
Cab,Green Park (Delhi),Malviya Nagar (Delhi),243.0,243.0,98.84,98.84,24.71,1
Cab,Green Park (Delhi),Mandi House (Delhi),358.0,358.0,120.88,120.88,30.22,2
Cab,Green Park (Delhi),Manesar (Delhi),221.5,251.75,133.8,146.84,33.45,4
Cab,Green Park (Delhi),Mansarovar Park (Delhi),431.5,977.3333333333334,165.28,163.1,41.32,6
Cab,Green Park (Delhi),Mayur Vihar (Delhi),789.0,789.0,164.38,164.38,41.095,2
Cab,Green Park (Delhi),Meerut (Delhi),202.0,202.0,65.3,65.3,16.325,2
Cab,Green Park (Delhi),Mehrauli (Delhi),322.0,322.0,192.32,192.32,48.08,1
Cab,Green Park (Delhi),Model Town (Delhi),855.0,644.4,111.88,94.008,27.97,5
Cab,Green Park (Delhi),Moolchand (Delhi),583.5,625.0,132.46,118.03999999999999,33.115,4
Cab,Green Park (Delhi),Moti Nagar (Delhi),726.5,726.5,150.94,150.94,37.735,2
Cab,Green Park (Delhi),Mundka (Delhi),387.0,406.5,134.82,119.11333333333333,33.705,6
Cab,Green Park (Delhi),Munirka (Delhi),618.0,560.8,142.28,112.44000000000001,35.57,5
Cab,Green Park (Delhi),Narsinghpur (Delhi),201.0,201.0,125.0,125.0,31.25,1
Cab,Green Park (Delhi),Nawada (Delhi),342.0,314.3333333333333,142.52,127.65333333333335,35.63,3
Cab,Green Park (Delhi),Nehru Place (Delhi),509.5,509.5,143.32,143.32,35.83,2
Cab,Green Park (Delhi),Netaji Subhash Place (Delhi),407.0,407.0,110.18,110.18,27.545,2
Cab,Green Park (Delhi),New Colony (Delhi),1158.0,1158.0,84.36,84.36,21.09,1
Cab,Green Park (Delhi),New Delhi Railway Station (Delhi),279.0,279.0,132.84,132.84,33.21,1
Cab,Green Park (Delhi),Noida Extension (Delhi),434.5,433.25,166.51999999999998,136.06,41.629999999999995,4
Cab,Green Park (Delhi),Noida Film City (Delhi),465.5,465.5,171.54000000000002,171.54000000000002,42.885000000000005,2
Cab,Green Park (Delhi),Noida Sector 18 (Delhi),672.5,560.25,107.16,105.28,26.79,4
Cab,Green Park (Delhi),Noida Sector 62 (Delhi),489.0,614.1428571428571,63.0,86.29714285714286,15.75,7
Cab,Green Park (Delhi),Okhla (Delhi),256.0,256.0,120.2,120.2,30.05,1
Cab,Green Park (Delhi),Old Gurgaon (Delhi),408.0,465.3333333333333,139.3,138.61333333333332,34.825,6
Cab,Green Park (Delhi),Paharganj (Delhi),265.0,265.0,95.38,95.38,23.845,2
Cab,Green Park (Delhi),Palam Vihar (Delhi),554.0,691.25,116.08000000000001,110.4,29.020000000000003,4
Cab,Green Park (Delhi),Panchsheel Park (Delhi),302.0,273.0,166.16,162.0,41.54,4
Cab,Green Park (Delhi),Panipat (Delhi),489.0,456.8,163.4,128.96800000000002,40.85,5
Cab,Green Park (Delhi),Paschim Vihar (Delhi),647.5,647.5,93.98,93.98,23.495,2
Cab,Green Park (Delhi),Pataudi Chowk (Delhi),174.5,336.0,102.4,93.78999999999999,25.6,4
Cab,Green Park (Delhi),Patel Chowk (Delhi),214.0,214.0,43.92,43.92,10.98,1
Cab,Green Park (Delhi),Peeragarhi (Delhi),195.0,195.0,83.24,83.24,20.81,1
Cab,Green Park (Delhi),Pitampura (Delhi),492.5,492.5,104.03999999999999,104.03999999999999,26.009999999999998,2
Cab,Green Park (Delhi),Pragati Maidan (Delhi),769.0,769.0,26.16,26.16,6.54,1
Cab,Green Park (Delhi),Preet Vihar (Delhi),522.0,490.6666666666667,54.12,52.25333333333333,13.53,3
Cab,Green Park (Delhi),Pulbangash (Delhi),457.0,609.0,110.76,99.15428571428572,27.69,7
Cab,Green Park (Delhi),Punjabi Bagh (Delhi),672.0,744.6,181.48,162.224,45.37,5
Cab,Green Park (Delhi),Qutub Minar (Delhi),203.0,238.66666666666666,73.44,80.08,18.36,3
Cab,Green Park (Delhi),RK Puram (Delhi),426.0,376.0,168.88,123.38666666666667,42.22,3
Cab,Green Park (Delhi),Raj Nagar Extension (Delhi),411.0,411.0,71.7,71.7,17.925,2
Cab,Green Park (Delhi),Rajiv Chowk (Delhi),401.0,401.0,164.8,164.8,41.2,2
Cab,Green Park (Delhi),Rajiv Nagar (Delhi),81.0,81.0,24.64,24.64,6.16,1
Cab,Green Park (Delhi),Rajouri Garden (Delhi),617.5,617.5,47.379999999999995,47.379999999999995,11.844999999999999,2
Cab,Green Park (Delhi),Ramesh Nagar (Delhi),378.0,376.75,55.120000000000005,64.74,13.780000000000001,4
Cab,Green Park (Delhi),Rithala (Delhi),226.0,301.6666666666667,146.12,136.29333333333332,36.53,3
Cab,Green Park (Delhi),Rohini (Delhi),62.0,401.6666666666667,198.24,192.76,49.56,3
Cab,Green Park (Delhi),Rohini East (Delhi),508.5,513.25,101.74000000000001,110.78,25.435000000000002,4
Cab,Green Park (Delhi),Rohini West (Delhi),512.5,512.5,131.76,131.76,32.94,2
Cab,Green Park (Delhi),Sadar Bazar Gurgaon (Delhi),424.0,445.0,135.92000000000002,118.49000000000001,33.980000000000004,4
Cab,Green Park (Delhi),Saidulajab (Delhi),241.0,241.0,72.04,72.04,18.01,1
Cab,Green Park (Delhi),Saket (Delhi),246.0,299.6,24.08,25.839999999999996,6.02,5
Cab,Green Park (Delhi),Saket A Block (Delhi),798.0,732.25,152.96,138.41000000000003,38.24,4
Cab,Green Park (Delhi),Samaypur Badli (Delhi),396.0,353.0,102.88,110.66666666666667,25.72,3
Cab,Green Park (Delhi),Sarojini Nagar (Delhi),467.0,432.8,29.04,59.088,7.26,5
Cab,Green Park (Delhi),Satguru Ram Singh Marg (Delhi),148.0,184.0,58.04,87.89333333333333,14.51,3
Cab,Green Park (Delhi),Seelampur (Delhi),396.0,352.25,162.57999999999998,133.2,40.644999999999996,4
Cab,Green Park (Delhi),Shahdara (Delhi),496.0,470.0,163.36,139.208,40.84,5
Cab,Green Park (Delhi),Shastri Nagar (Delhi),578.5,569.25,107.16,104.07000000000001,26.79,4
Cab,Green Park (Delhi),Shastri Park (Delhi),298.0,298.0,156.52,156.52,39.13,1
Cab,Green Park (Delhi),Shivaji Park (Delhi),447.0,426.14285714285717,130.72,126.14285714285714,32.68,7
Cab,Green Park (Delhi),Sikanderpur (Delhi),479.0,395.3333333333333,117.2,122.83999999999999,29.3,3
Cab,Green Park (Delhi),Sohna Road (Delhi),640.0,546.0,123.88,116.58399999999999,30.97,5
Cab,Green Park (Delhi),Sonipat (Delhi),804.0,1068.3333333333333,135.84,124.46666666666665,33.96,3
Cab,Green Park (Delhi),South Extension (Delhi),479.0,541.2,168.4,155.256,42.1,5
Cab,Green Park (Delhi),Subhash Chowk (Delhi),229.0,229.5,153.24,152.07999999999998,38.31,4
Cab,Green Park (Delhi),Subhash Nagar (Delhi),212.5,212.5,109.46,109.46,27.365,2
Cab,Green Park (Delhi),Sultanpur (Delhi),249.0,271.0,108.08,110.232,27.02,5
Cab,Green Park (Delhi),Sushant Lok (Delhi),340.0,412.57142857142856,149.8,118.58285714285715,37.45,7
Cab,Green Park (Delhi),Tagore Garden (Delhi),725.0,644.0,124.96000000000001,115.57,31.240000000000002,4
Cab,Green Park (Delhi),Tilak Nagar (Delhi),291.0,385.6666666666667,80.52,110.36,20.13,3
Cab,Green Park (Delhi),Tis Hazari (Delhi),748.0,692.75,153.0,126.34,38.25,4
Cab,Green Park (Delhi),Tughlakabad (Delhi),410.0,471.57142857142856,104.12,127.18857142857144,26.03,7
Cab,Green Park (Delhi),Udyog Bhawan (Delhi),278.0,278.0,73.2,73.2,18.3,1
Cab,Green Park (Delhi),Udyog Vihar (Delhi),252.0,246.66666666666666,115.84,117.53333333333335,28.96,3
Cab,Green Park (Delhi),Udyog Vihar Phase 4 (Delhi),527.0,453.0,117.88,117.72,29.47,7
Cab,Green Park (Delhi),Uttam Nagar (Delhi),401.0,935.3333333333334,124.6,127.58666666666666,31.15,3
Cab,Green Park (Delhi),Vaishali (Delhi),190.0,172.0,87.96,115.61333333333333,21.99,3
Cab,Green Park (Delhi),Vasant Kunj (Delhi),339.0,341.2,124.96,118.168,31.24,5
Cab,Green Park (Delhi),Vatika Chowk (Delhi),555.0,580.5,90.68,90.21333333333332,22.67,6
Cab,Green Park (Delhi),Vidhan Sabha (Delhi),392.0,510.6,165.32,141.592,41.33,5
Cab,Green Park (Delhi),Vinobapuri (Delhi),171.0,171.0,145.68,145.68,36.42,1
Cab,Green Park (Delhi),Vishwavidyalaya (Delhi),531.0,662.6666666666666,89.92,99.04,22.48,3
Cab,Green Park (Delhi),Welcome (Delhi),333.0,319.8,101.16,98.016,25.29,5
Cab,Green Park (Delhi),Yamuna Bank (Delhi),433.5,447.3333333333333,101.69999999999999,102.39333333333333,25.424999999999997,6
Cab,Gurgaon Railway Station (Delhi),AIIMS (Delhi),329.0,384.5,50.92,50.83,12.73,4
Cab,Gurgaon Railway Station (Delhi),Adarsh Nagar (Delhi),491.0,605.6666666666666,129.52,119.53333333333335,32.38,3
Cab,Gurgaon Railway Station (Delhi),Akshardham (Delhi),708.0,667.0,53.72,52.879999999999995,13.43,3
Cab,Gurgaon Railway Station (Delhi),Ambience Mall (Delhi),281.5,366.75,67.5,67.00999999999999,16.875,4
Cab,Gurgaon Railway Station (Delhi),Anand Vihar (Delhi),358.0,394.8,67.72,63.34400000000001,16.93,5
Cab,Gurgaon Railway Station (Delhi),Anand Vihar ISBT (Delhi),1417.0,1417.0,24.2,24.2,6.05,1
Cab,Gurgaon Railway Station (Delhi),Arjangarh (Delhi),394.0,394.0,103.80000000000001,103.80000000000001,25.950000000000003,2
Cab,Gurgaon Railway Station (Delhi),Ashok Park Main (Delhi),651.5,624.6666666666666,96.94,100.93333333333334,24.235,6
Cab,Gurgaon Railway Station (Delhi),Ashok Vihar (Delhi),627.0,497.3333333333333,88.36,90.12,22.09,3
Cab,Gurgaon Railway Station (Delhi),Ashram (Delhi),181.0,192.0,68.2,76.76,17.05,3
Cab,Gurgaon Railway Station (Delhi),Aya Nagar (Delhi),1048.5,973.75,69.48,72.12,17.37,4
Cab,Gurgaon Railway Station (Delhi),Azadpur (Delhi),1264.0,1651.3333333333333,142.68,130.22666666666666,35.67,3
Cab,Gurgaon Railway Station (Delhi),Badarpur (Delhi),529.0,491.25,98.02,95.35499999999999,24.505,8
Cab,Gurgaon Railway Station (Delhi),Badshahpur (Delhi),393.0,393.0,75.44,75.44,18.86,1
Cab,Gurgaon Railway Station (Delhi),Bahadurgarh (Delhi),404.0,404.0,57.16,57.16,14.29,1
Cab,Gurgaon Railway Station (Delhi),Barakhamba Road (Delhi),907.5,907.5,139.96,139.96,34.99,2
Cab,Gurgaon Railway Station (Delhi),Basai Dhankot (Delhi),556.0,556.0,112.04,112.04,28.01,2
Cab,Gurgaon Railway Station (Delhi),Bhikaji Cama Place (Delhi),389.0,442.0,67.72,69.37,16.93,4
Cab,Gurgaon Railway Station (Delhi),Bhiwadi (Delhi),520.0,805.3333333333334,153.16,115.69333333333333,38.29,3
Cab,Gurgaon Railway Station (Delhi),Botanical Garden (Delhi),522.0,525.8,71.76,87.648,17.94,5
Cab,Gurgaon Railway Station (Delhi),Central Secretariat (Delhi),378.5,340.625,143.62,130.9,35.905,8
Cab,Gurgaon Railway Station (Delhi),Chanakyapuri (Delhi),615.0,615.0,119.47999999999999,119.47999999999999,29.869999999999997,2
Cab,Gurgaon Railway Station (Delhi),Chandni Chowk (Delhi),83.0,83.0,9.6,9.6,2.4,1
Cab,Gurgaon Railway Station (Delhi),Chhatarpur (Delhi),122.0,122.0,17.28,17.28,4.32,1
Cab,Gurgaon Railway Station (Delhi),Chirag Delhi (Delhi),644.0,740.5,106.34,102.06666666666666,26.585,6
Cab,Gurgaon Railway Station (Delhi),Civil Lines Gurgaon (Delhi),698.0,719.0,90.4,102.42666666666666,22.6,3
Cab,Gurgaon Railway Station (Delhi),Cyber Hub (Delhi),430.0,353.14285714285717,133.24,113.30285714285715,33.31,7
Cab,Gurgaon Railway Station (Delhi),DLF Phase 3 (Delhi),304.0,413.0,147.52,134.43,36.88,4
Cab,Gurgaon Railway Station (Delhi),Delhi Gate (Delhi),294.0,447.7142857142857,128.08,131.93142857142857,32.02,7
Cab,Gurgaon Railway Station (Delhi),Dilshad Garden (Delhi),1245.0,1245.0,73.12,73.12,18.28,1
Cab,Gurgaon Railway Station (Delhi),Dwarka Mor (Delhi),170.0,240.85714285714286,88.72,69.56571428571428,22.18,7
Cab,Gurgaon Railway Station (Delhi),Dwarka Sector 21 (Delhi),261.0,516.1428571428571,127.96,101.66857142857144,31.99,7
Cab,Gurgaon Railway Station (Delhi),Faridabad Sector 15 (Delhi),187.0,187.0,33.24,33.24,8.31,1
Cab,Gurgaon Railway Station (Delhi),GTB Nagar (Delhi),255.0,255.0,192.84,192.84,48.21,1
Cab,Gurgaon Railway Station (Delhi),Ghaziabad (Delhi),371.0,445.6,86.24,110.21600000000001,21.56,5
Cab,Gurgaon Railway Station (Delhi),Ghitorni (Delhi),424.0,431.6666666666667,86.12,115.73333333333333,21.53,3
Cab,Gurgaon Railway Station (Delhi),Golf Course Road (Delhi),587.5,587.5,51.940000000000005,51.940000000000005,12.985000000000001,2
Cab,Gurgaon Railway Station (Delhi),Govindpuri (Delhi),286.0,293.0,56.52,58.78666666666667,14.13,3
Cab,Gurgaon Railway Station (Delhi),Greater Kailash (Delhi),471.0,483.8,102.84,105.072,25.71,5
Cab,Gurgaon Railway Station (Delhi),Greater Noida (Delhi),786.0,786.0,17.88,17.88,4.47,2
Cab,Gurgaon Railway Station (Delhi),Green Park (Delhi),469.5,469.5,107.08,107.08,26.77,2
Cab,Gurgaon Railway Station (Delhi),Gurgaon Sector 29 (Delhi),312.0,365.3333333333333,87.88,77.86666666666666,21.97,3
Cab,Gurgaon Railway Station (Delhi),Gurgaon Sector 56 (Delhi),566.5,566.5,180.12,180.12,45.03,2
Cab,Gurgaon Railway Station (Delhi),Gwal Pahari (Delhi),111.0,111.0,130.32,130.32,32.58,1
Cab,Gurgaon Railway Station (Delhi),Hauz Khas (Delhi),921.0,778.0,82.32,89.04,20.58,3
Cab,Gurgaon Railway Station (Delhi),Hero Honda Chowk (Delhi),551.0,551.0,171.08,171.08,42.77,1
Cab,Gurgaon Railway Station (Delhi),Huda City Centre (Delhi),536.5,536.5,155.02,155.02,38.755,2
Cab,Gurgaon Railway Station (Delhi),IFFCO Chowk (Delhi),440.0,392.6666666666667,62.96,49.373333333333335,15.74,3
Cab,Gurgaon Railway Station (Delhi),IGI Airport (Delhi),415.0,388.4,159.84,110.12,39.96,5
Cab,Gurgaon Railway Station (Delhi),IGNOU Road (Delhi),344.0,344.0,50.56,50.56,12.64,1
Cab,Gurgaon Railway Station (Delhi),IIT Delhi (Delhi),445.0,468.0,191.44,148.94666666666666,47.86,3
Cab,Gurgaon Railway Station (Delhi),IMT Manesar (Delhi),697.0,697.0,72.92,72.92,18.23,1
Cab,Gurgaon Railway Station (Delhi),INA Market (Delhi),432.0,432.0,102.74000000000001,102.74000000000001,25.685000000000002,2
Cab,Gurgaon Railway Station (Delhi),ITO (Delhi),218.0,336.6666666666667,107.56,108.32000000000001,26.89,3
Cab,Gurgaon Railway Station (Delhi),Inderlok (Delhi),349.5,391.25,124.32,113.05,31.08,4
Cab,Gurgaon Railway Station (Delhi),India Gate (Delhi),426.0,439.0,30.42,67.66,7.605,4
Cab,Gurgaon Railway Station (Delhi),Indirapuram (Delhi),398.0,398.0,60.8,60.8,15.2,1
Cab,Gurgaon Railway Station (Delhi),Indraprastha (Delhi),671.0,665.0,86.04,92.05333333333334,21.51,3
Cab,Gurgaon Railway Station (Delhi),Jahangirpuri (Delhi),446.0,446.0,79.64,79.64,19.91,1
Cab,Gurgaon Railway Station (Delhi),Jama Masjid (Delhi),355.0,368.25,85.88000000000001,88.48,21.470000000000002,4
Cab,Gurgaon Railway Station (Delhi),Janakpuri (Delhi),284.0,418.8,78.52,95.696,19.63,5
Cab,Gurgaon Railway Station (Delhi),Jasola (Delhi),421.5,473.6,45.72,68.99600000000001,11.43,10
Cab,Gurgaon Railway Station (Delhi),Jhilmil (Delhi),973.0,856.6666666666666,83.04,85.88,20.76,3
Cab,Gurgaon Railway Station (Delhi),Jor Bagh (Delhi),853.0,676.5714285714286,122.52,124.69142857142856,30.63,7
Cab,Gurgaon Railway Station (Delhi),Kadarpur (Delhi),332.0,327.75,103.82,98.48,25.955,4
Cab,Gurgaon Railway Station (Delhi),Kalkaji (Delhi),179.0,252.5,103.72,102.63,25.93,4
Cab,Gurgaon Railway Station (Delhi),Kanhaiya Nagar (Delhi),328.0,336.75,53.379999999999995,63.32,13.344999999999999,4
Cab,Gurgaon Railway Station (Delhi),Karkarduma (Delhi),245.0,276.1666666666667,95.78,86.27333333333333,23.945,6
Cab,Gurgaon Railway Station (Delhi),Karol Bagh (Delhi),1449.0,1449.0,46.04,46.04,11.51,1
Cab,Gurgaon Railway Station (Delhi),Kashmere Gate (Delhi),656.5,656.5,69.96,69.96,17.49,2
Cab,Gurgaon Railway Station (Delhi),Kashmere Gate ISBT (Delhi),639.5,639.5,86.42,86.42,21.605,2
Cab,Gurgaon Railway Station (Delhi),Kaushambi (Delhi),1024.0,1327.2,85.76,63.79200000000001,21.44,5
Cab,Gurgaon Railway Station (Delhi),Keshav Puram (Delhi),708.5,708.5,87.4,87.4,21.85,2
Cab,Gurgaon Railway Station (Delhi),Khan Market (Delhi),306.0,246.66666666666666,53.64,54.666666666666664,13.41,3
Cab,Gurgaon Railway Station (Delhi),Khandsa (Delhi),692.5,698.25,137.44,128.68,34.36,4
Cab,Gurgaon Railway Station (Delhi),Kherki Daula Toll (Delhi),177.0,177.0,79.48,79.48,19.87,1
Cab,Gurgaon Railway Station (Delhi),Kirti Nagar (Delhi),768.0,696.2,175.96,155.94400000000002,43.99,5
Cab,Gurgaon Railway Station (Delhi),Lajpat Nagar (Delhi),304.5,304.5,92.12,92.12,23.03,2
Cab,Gurgaon Railway Station (Delhi),Lal Quila (Delhi),745.5,892.0,100.44,90.39,25.11,4
Cab,Gurgaon Railway Station (Delhi),Laxmi Nagar (Delhi),395.5,395.5,74.28,74.28,18.57,2
Cab,Gurgaon Railway Station (Delhi),Lok Kalyan Marg (Delhi),416.0,507.42857142857144,112.56,112.53714285714285,28.14,7
Cab,Gurgaon Railway Station (Delhi),MG Road (Delhi),911.0,911.0,126.84,126.84,31.71,2
Cab,Gurgaon Railway Station (Delhi),Madipur (Delhi),416.5,489.75,160.88,157.78,40.22,4
Cab,Gurgaon Railway Station (Delhi),Maidan Garhi (Delhi),418.0,516.5,81.66,103.85333333333334,20.415,6
Cab,Gurgaon Railway Station (Delhi),Malviya Nagar (Delhi),96.0,285.4,122.64,128.016,30.66,5
Cab,Gurgaon Railway Station (Delhi),Mandi House (Delhi),1164.0,1007.75,45.8,42.58,11.45,4
Cab,Gurgaon Railway Station (Delhi),Manesar (Delhi),478.0,793.75,100.68,100.82,25.17,4
Cab,Gurgaon Railway Station (Delhi),Mansarovar Park (Delhi),460.5,460.5,88.10000000000001,88.10000000000001,22.025000000000002,2
Cab,Gurgaon Railway Station (Delhi),Mayur Vihar (Delhi),1108.0,1108.0,108.24,108.24,27.06,2
Cab,Gurgaon Railway Station (Delhi),Meerut (Delhi),278.0,308.6666666666667,129.0,126.72000000000001,32.25,3
Cab,Gurgaon Railway Station (Delhi),Mehrauli (Delhi),468.5,468.5,113.48,113.48,28.37,2
Cab,Gurgaon Railway Station (Delhi),Model Town (Delhi),204.0,358.3333333333333,66.6,87.52,16.65,3
Cab,Gurgaon Railway Station (Delhi),Moolchand (Delhi),814.0,756.5714285714286,138.84,133.4857142857143,34.71,7
Cab,Gurgaon Railway Station (Delhi),Moti Nagar (Delhi),473.5,473.5,132.7,132.7,33.175,2
Cab,Gurgaon Railway Station (Delhi),Mundka (Delhi),100.5,294.0,96.02,99.94,24.005,6
Cab,Gurgaon Railway Station (Delhi),Munirka (Delhi),501.5,566.5,136.16,125.56666666666666,34.04,6
Cab,Gurgaon Railway Station (Delhi),Narsinghpur (Delhi),604.0,567.6666666666666,115.44,108.62666666666667,28.86,3
Cab,Gurgaon Railway Station (Delhi),Nawada (Delhi),480.0,493.6666666666667,175.36,136.81333333333333,43.84,3
Cab,Gurgaon Railway Station (Delhi),Nehru Place (Delhi),335.0,481.1666666666667,104.03999999999999,84.77333333333333,26.009999999999998,6
Cab,Gurgaon Railway Station (Delhi),Netaji Subhash Place (Delhi),307.0,307.0,38.04,38.04,9.51,1
Cab,Gurgaon Railway Station (Delhi),New Colony (Delhi),301.0,423.0,37.52,48.919999999999995,9.38,3
Cab,Gurgaon Railway Station (Delhi),New Delhi Railway Station (Delhi),543.0,525.3333333333334,91.72,107.02666666666666,22.93,3
Cab,Gurgaon Railway Station (Delhi),Nirman Vihar (Delhi),179.5,179.5,142.62,142.62,35.655,2
Cab,Gurgaon Railway Station (Delhi),Noida Extension (Delhi),387.0,323.75,180.07999999999998,168.35,45.019999999999996,4
Cab,Gurgaon Railway Station (Delhi),Noida Film City (Delhi),186.5,353.0,41.96,39.5,10.49,4
Cab,Gurgaon Railway Station (Delhi),Noida Sector 18 (Delhi),547.5,490.75,144.72,124.52,36.18,4
Cab,Gurgaon Railway Station (Delhi),Noida Sector 62 (Delhi),960.0,960.0,169.68,169.68,42.42,1
Cab,Gurgaon Railway Station (Delhi),Okhla (Delhi),774.0,683.6666666666666,133.92,134.33333333333334,33.48,3
Cab,Gurgaon Railway Station (Delhi),Old Gurgaon (Delhi),401.0,503.3333333333333,93.08,117.09333333333332,23.27,3
Cab,Gurgaon Railway Station (Delhi),Paharganj (Delhi),536.0,575.5,140.57999999999998,128.07333333333335,35.144999999999996,6
Cab,Gurgaon Railway Station (Delhi),Palam Vihar (Delhi),152.0,134.33333333333334,105.72,115.90666666666668,26.43,3
Cab,Gurgaon Railway Station (Delhi),Panchsheel Park (Delhi),419.0,500.3333333333333,139.04,109.54666666666667,34.76,3
Cab,Gurgaon Railway Station (Delhi),Panipat (Delhi),403.0,403.0,104.72,104.72,26.18,1
Cab,Gurgaon Railway Station (Delhi),Paschim Vihar (Delhi),209.0,209.0,36.56,36.56,9.14,2
Cab,Gurgaon Railway Station (Delhi),Pataudi Chowk (Delhi),253.0,588.4,74.36,76.44800000000001,18.59,5
Cab,Gurgaon Railway Station (Delhi),Patel Chowk (Delhi),691.0,691.0,166.48,166.48,41.62,1
Cab,Gurgaon Railway Station (Delhi),Peeragarhi (Delhi),247.0,247.0,162.86,162.86,40.715,2
Cab,Gurgaon Railway Station (Delhi),Pitampura (Delhi),491.0,528.0,123.84,128.648,30.96,5
Cab,Gurgaon Railway Station (Delhi),Pragati Maidan (Delhi),186.0,186.0,62.92,62.92,15.73,1
Cab,Gurgaon Railway Station (Delhi),Preet Vihar (Delhi),369.0,714.0,47.12,91.24,11.78,3
Cab,Gurgaon Railway Station (Delhi),Pulbangash (Delhi),699.0,822.0,47.76,56.72,11.94,6
Cab,Gurgaon Railway Station (Delhi),Punjabi Bagh (Delhi),203.0,203.0,94.60000000000001,94.60000000000001,23.650000000000002,2
Cab,Gurgaon Railway Station (Delhi),Qutub Minar (Delhi),607.0,594.6666666666666,124.44,106.39999999999999,31.11,3
Cab,Gurgaon Railway Station (Delhi),RK Puram (Delhi),466.0,462.4,136.76,118.016,34.19,5
Cab,Gurgaon Railway Station (Delhi),Raj Nagar Extension (Delhi),500.5,500.5,55.68,55.68,13.92,2
Cab,Gurgaon Railway Station (Delhi),Rajiv Chowk (Delhi),496.0,433.6666666666667,164.68,150.54666666666665,41.17,3
Cab,Gurgaon Railway Station (Delhi),Rajiv Nagar (Delhi),397.0,344.875,119.64,94.77,29.91,8
Cab,Gurgaon Railway Station (Delhi),Rajouri Garden (Delhi),298.0,432.6666666666667,98.56,116.70666666666666,24.64,3
Cab,Gurgaon Railway Station (Delhi),Ramesh Nagar (Delhi),291.0,362.3333333333333,82.2,82.21333333333332,20.55,3
Cab,Gurgaon Railway Station (Delhi),Rithala (Delhi),157.0,157.0,85.56,85.56,21.39,1
Cab,Gurgaon Railway Station (Delhi),Rohini (Delhi),696.5,604.3333333333334,108.56,93.39999999999999,27.14,6
Cab,Gurgaon Railway Station (Delhi),Rohini East (Delhi),705.0,1021.0,105.16,116.42,26.29,6
Cab,Gurgaon Railway Station (Delhi),Rohini West (Delhi),357.0,357.0,30.24,30.24,7.56,1
Cab,Gurgaon Railway Station (Delhi),Sadar Bazar Gurgaon (Delhi),271.0,412.375,162.88,151.86,40.72,8
Cab,Gurgaon Railway Station (Delhi),Saidulajab (Delhi),445.0,435.3333333333333,96.68,81.2,24.17,3
Cab,Gurgaon Railway Station (Delhi),Saket A Block (Delhi),398.0,405.0,66.64,73.33333333333333,16.66,3
Cab,Gurgaon Railway Station (Delhi),Samaypur Badli (Delhi),1081.0,941.0,146.84,131.952,36.71,5
